codeexterne,type_organisme,abreviation,denomination_sociale,denomination_commerciale,numeroidentification,localisation_potentielle,intitule,duree,qualifiante,certifiante,public,condition_specifique,session_codeexterne,session_datedebut,session_datefin,session_continue,sheet,in_scope
0096-0001-0351,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,realiser son premier podcast,7 Heures,NON,NON,travailleur,"Formation exclusivement réservée :
<p>
<ul>
<li>Aux directeurs(trices) / responsables marketing / e-marketing, entrepreneurs, auto-entrepreneurs, chefs d’entreprise, CEO, general managers, cadres dirigeants, marketeurs, responsables marketing, chefs de produit,marketeurs digital, responsables de la communication, gestionnaires des ressources humaines, commercials : directeurs, attachés, responsables, chefs des ventes, indépendants ou salariés qui veulent développer leurs « personale branding » et leurs réseaux professionnels</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0352,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,excel les fonctions,7 Heures,NON,NON,travailleur,"<ul>
<li>Avoir une connaissance de base d'Excel.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux personnes souhaitant maîtriser les fonctions d'Excel</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0354,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,techniques de l intelligence artificielle,21 Heures,NON,NON,travailleur,"Formation exclusivement réservée :
<p>
<ul>
<li>Aux personnes intéressées par les développements de l'intelligence artificielle</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0355,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,docker,14 Heures,NON,NON,travailleur,"Formation exclusivement réservée :
<p>
<ul>
<li>Aux développeurs qui souhaitent acquérir des compétences en Devops</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0356,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,kubernetes,21 Heures,NON,NON,travailleur,"<ul>
<li>Avoir des connaissances générales en containerisation (Docker ou autre) sont nécessaires pour suivre cette formation.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux développeurs qui souhaitent acquérir des compétences en Devops</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0357,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,typescript,14 Heures,NON,NON,travailleur,"<ul>
<li>Avoir des connaissances préalables de Javascript ou d’un langage de programmation.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux personnes souhaitant acquérir une compréhension approfondie de Typescript et de ses fonctionnalités</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0358,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,le community management en pratique,7 Heures,NON,NON,travailleur,"Formation exclusivement réservée :
<p>
<ul>
<li>Aux personnes ayant envie de comprendre et maîtriser les enjeux du community management et la création d'une communauté en ligne..</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0360,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,windows intune,14 Heures,NON,NON,travailleur,"<ul>
<li>Avoir des connaissances de base des systèmes d'exploitation, des compétences en administration système, être familiarité avec les concepts de gestion des appareils mobiles,</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux administrateurs système et réseaux, responsables de la sécurité de l'information, professionnels de l'informatique intéressés par la gestion des appareils mobiles</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0361,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,l essentiel de chatgpt dans microsoft 365 fad,4 Heures,NON,NON,travailleur,"<ul>
<li>Avoir une connaissance de l'environnement MS365.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux professionnels de l’informatique, aux responsables de projet, aux responsables des systèmes d’information, et à tous ceux qui souhaitent exploiter le potentiel de ChatGPT et d’AI Builder dans leur environnement Microsoft 365</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0096-0001-0362,Cheque-formation,,TECHNOFUTUR TIC,,463962381,Charleroi,microsoft power apps,14 Heures,NON,NON,travailleur,"<ul>
<li>Il est recommandé d'avoir des connaissances de base sur les applications Microsoft, telles que Microsoft Office et SharePoint, avoir une compréhension de base des bases de données relationnelles.</li>
<li>Avoir une expérience en programmation et en développement logiciel est un plus, mais pas obligatoire.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux professionnels de l'informatique, aux responsables de projet, aux responsables des systèmes d'information et à toute personne souhaitant développer ses compétences en informatique, en particulier dans le domaine de la création d'applications personnalisées, de l'automatisation des processus et de la gestion des données</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.
_x000D_
_x000D_
Sont exclus :_x000D_
_x000D_
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0110-0001-0143,Cheque-formation,,TECHNOCAMPUS,,872426116,Charleroi,siemens simatic s7 exploitation et maintenance step 7 niveau 1,35 Heures,NON,NON,travailleur,"- Connaître l'organisation et les principes de fonctionnement d'un système automatisé
- Avoir une logique câblée
- Avoir des notions de base en logique programmée.

Formation exclusivement réservée : 

- Aux techniciens chargés de la maintenance de systèmes automatisés et pilotés par automate Siemens S7

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
0110-0001-0187,Cheque-formation,,TECHNOCAMPUS,,872426116,Charleroi,siemens s7 exploitation et maintenance step 7 niveau 2,35 Heures,NON,NON,travailleur,"- Connaître l'organisation et les principes de fonctionnement d'un système automatisé
- Avoir une logique câblée
- Avoir une logique programmée (logique combinatoire et séquentielle).

Formation exclusivement réservée : 

- Aux techniciens chargés de la maintenance de systèmes automatisés pilotés par automate Siemens S7

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.",,,,,Feuil1,in
