codeexterne;type_organisme;abreviation;denomination_sociale;denomination_commerciale;numeroidentification;localisation_potentielle;intitule;duree;Courte;moyenne;longue;qualifiante;certifiante;public;condition_specifique
0216697109-26241;Enseignement pour Adultes;;Commune de Sambreville;;216697109;Sambreville;Informatique: MAINTENANCE SOFTWARE;120 Heures;NON;OUI;NON;OUI;OUI;Chercheur d'emploi;
2169288697-35643;Enseignement pour Adultes;;;Athenée Provinciale Jean d'Avesne - PromSoc Secondaire Mons Borinage;2169288697;Mons;Informatique: présentation assistée par ordinateur (Powerpoint) - niveau élémentaire;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0850028123-34968;Enseignement pour Adultes;;INSTITUT D'ENSEIGNEMENT DE PROMOTION SC. DE LA COMMUNAUTE FRANCAISE IEPSCF;;850028123;Waremme;Informatique: utilisation d'Internet;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0850023965-20762;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE EAFC SUD-LUXEMBOURG;;850023965;Arlon;Langages de Programmation - (C++, C#, Visual C++);120 Heures;NON;OUI;NON;OUI;NON;Chercheur d'emploi;
0850015849-21254;Enseignement pour Adultes;;I.E.P.S. FEDERATION WALLONIE-BRUXELLES;;850015849;Ans;Maintenance et mise à jour informatique;120 Heures;NON;OUI;NON;OUI;OUI;Chercheur d'emploi;
0850015849-42516;Enseignement pour Adultes;;I.E.P.S. FEDERATION WALLONIE-BRUXELLES;;850015849;Ans;Maintenance et mise à jour informatique;120 Heures;NON;OUI;NON;OUI;OUI;Chercheur d'emploi;
0406669035-57576;Enseignement pour Adultes;I.T.C.A.T.B.;Institut Technique et Commerciale des Aumoniers du Travail Boussu;;406669035;Boussu;Maintenance et mise à jour informatique;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0207343933-23409;Enseignement pour Adultes;;Ville de Liège;;207343933;Liège;PHOTOSHOP : traitement de l'image numérique;120 Heures;NON;OUI;NON;OUI;OUI;Chercheur d'emploi;
0207725104-21360;Enseignement pour Adultes;;Province de Liège;;207725104;Seraing;PHOTOSHOP : traitement de l'image numérique;120 Heures;NON;OUI;NON;OUI;OUI;Chercheur d'emploi;
0220916609-37327;Enseignement pour Adultes;;Communauté française;;220916609;Philippeville;Photoshop 1;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0207656610-57916;Enseignement pour Adultes;;Province du Hainaut;;207656610;Pont-à-celles;Publication assistée par ordinateur - niveau élémentaire;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0850028123-47036;Enseignement pour Adultes;;INSTITUT D'ENSEIGNEMENT DE PROMOTION SC. DE LA COMMUNAUTE FRANCAISE IEPSCF;;850028123;Waremme;Reportages photographiques;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0850029113-53197;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE (EAFC) DINANT;;850029113;Dinant;TECHNIQUES DE BASE DE LA PHOTOGRAPHIE;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0850023965-58059;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE EAFC SUD-LUXEMBOURG;;850023965;Arlon;Traitement de l'image (Photoshop 4);120 Heures;NON;OUI;NON;NON;NON;Chercheur d'emploi;
0850023965-55051;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE EAFC SUD-LUXEMBOURG;;850023965;Arlon;Traitement de l'image (Photoshop 5);120 Heures;NON;OUI;NON;NON;NON;Chercheur d'emploi;
0207280387-30285;Enseignement pour Adultes;;Commune de Courcelles;;207280387;Courcelles;Traitement de textes;120 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0462257260-25140;Enseignement pour Adultes;E.P.S.E.;Enseignement de Promotion sociale d'Enghien;;462257260;Enghien;Vidéaste;1210 Heures;NON;NON;OUI;OUI;OUI;Chercheur d'emploi;
0207343933-42374;Enseignement pour Adultes;;Ville de Liège;;207343933;Liège;Technicien en programmation;1240 Heures;NON;NON;OUI;NON;NON;Chercheur d'emploi;
0207362739-49864;Enseignement pour Adultes;;Ville de Namur;;207362739;Namur;TECHNICIEN EN PROGRAMMATION (2ème année) ;1240 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207299589-47903;Enseignement pour Adultes;;Ville de Binche;;207299589;Binche;Technicien en Programmation / Technicienne en Programmation;1240 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207316021-56894;Enseignement pour Adultes;;Ville de Wavre;;207316021;Wavre;Technicien en informatique (Convention FOREM);1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0206524876-22474;Enseignement pour Adultes;;Ville d'Arlon;;206524876;Arlon;Technicien en Informatique / Technicienne en Informatique;1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207299589-22481;Enseignement pour Adultes;;Ville de Binche;;207299589;Binche;Technicien en Informatique / Technicienne en Informatique;1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0407575192-21129;Enseignement pour Adultes;;COLLEGE DES AUMONIERS DU TRAVAIL DE CHARLEROI;;407575192;Charleroi;Technicien en Informatique / Technicienne en Informatique;1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207280387-21161;Enseignement pour Adultes;;Commune de Courcelles;;207280387;Courcelles;Technicien en Informatique / Technicienne en Informatique;1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0871429489-21708;Enseignement pour Adultes;;Ville de La Louvière;;871429489;La Louvière;Technicien en Informatique / Technicienne en Informatique;1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207343933-23483;Enseignement pour Adultes;;Ville de Liège;;207343933;Liège;Technicien en Informatique / Technicienne en Informatique;1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207316021-55174;Enseignement pour Adultes;;Ville de Wavre;;207316021;Wavre;Technicien en Informatique / Technicienne en Informatique;1300 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0057-0001-1466;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;ACCESS - PERFECTIONNEMENT;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir maîtriser les fonctions avancées d'Access ou avoir participé à une formation Access base.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprise, industriels, cadres, employés en entreprises, titulaires de professions libérales, indépendants et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés,  des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0190-0001-0669;Cheque-formation;;TECHNIFUTUR;;458220674;Seraing;Agile Project Management Foundation;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Avoir une connaissance en gestion de projet est nécessaire.

Formation exclusivement réservée : 

- Aux gestionnaires de projet

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0190-0001-0670;Cheque-formation;;TECHNIFUTUR;;458220674;Seraing;Agile Project Management Practitioner;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Avoir suivi le cours ""Agile Project Management Foundation"" et/ou réussi le certificat ""Agile Project Management Foundation

Formation exclusivement réservée : 

- Aux gestionnaires de projet

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0190-0001-0671;Cheque-formation;;TECHNIFUTUR;;458220674;Seraing;Agile Tester Foundation Certificate;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Le certificat ISTQB Foundation Level est un prérequis pour passer l'examen ISTQB
Foundation Level Extension Agile Tester (organisé à la fin du dernier jour), mais les
non-titulaires de certificat peuvent suivre et bénéficier du cours.

Formation exclusivement réservée : 

- Aux testeurs et responsables de tests ayant une compréhension des fondamentaux des tests sur des projets agiles

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1401-0001-0006;Cheque-formation;;OTBC;;1000023280;La Bruyère;Apprendre Excel - niveau 2 : Manipuler les données et utiliser les fonctions courantes (niveau intermédiaire) - FAD;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Avoir suivi le contenu du niveau précédent.

Formation exclusivement réservée : 

- Aux travailleurs de tous secteurs

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1401-0001-0008;Cheque-formation;;OTBC;;1000023280;La Bruyère;Apprendre Excel - niveau 4 : Automatisation avancée, bases VBA et Power Query (niveau expert) - FAD;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Maîtrise du contenu du module précédent.

Formation exclusivement réservée : 

- Aux travailleurs de tous secteurs

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1401-0001-0004;Cheque-formation;;OTBC;;1000023280;La Bruyère;Apprendre l'informatique de base - environnement Windows;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux travailleurs de tous secteurs et tous âges ayant des lacunes en informatique et peinent à utiliser Windows correctement

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1401-0001-0011;Cheque-formation;;OTBC;;1000023280;La Bruyère;Apprendre Powerpoint: formation pour débutants - FAD;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"- Savoir utilisatiser un PC et Windows.

Formation exclusivement réservée : 

- Aux travailleurs de tous secteurs

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1084-0001-0012;Cheque-formation;;B2B LEARNING;;475396208;Saint-Gilles;Atelier Agile Scrum Master;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

Ce cours est conçu pour les personnes responsables de l'utilisation et/ou du déploiement d'Agile et de Scrum dans un projet ou une entreprise. Il préparera également ceux qui ont besoin d'une connaissance de base pour des formations avancées : Chefs de produit responsables de l’optimisation de la valeur de leurs produits et gammes de produits; Chefs des TI responsables d’un secteur d’activité et optimisant la valeur que ce secteur obtient des TI.


Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
1084-0001-0014;Cheque-formation;;B2B LEARNING;;475396208;Saint-Gilles;Atelier Scrum Product Owner;14 Heures;OUI;NON;NON;NON;NON;Travailleur;"Formation exclusivement réservée : 

- Aux chefs de produit responsables de l’optimisation de la valeur de leurs produits et
gammes de produits
- Aux chefs des TI responsables d’un secteur d’activité et optimisant la valeur que ce
secteur obtient des TI.


Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
